Date,pm2.5,pm10,O3,NO2,SO2,co,AQI,Dominant_Pollutant,Month,DayOfWeek,IsWeekend,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter,data_source
2025-08-15,28.342744315715386,54.86015320282917,51.17442957210301,22.022589228433766,7.431743577780386,0.9128640285346338,55,PM10,8,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-01,11.473639090255162,21.903867965413284,24.671347272348804,19.709226954154797,14.815434403661461,0.18232457655792872,25,O3,7,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-05,29.62666618479582,44.50244565575569,29.242991013464867,32.11675914879061,9.385028577600362,0.6073931754301055,49,PM2.5,4,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-08,12.06516374989202,27.097429973953556,19.997957060691093,22.47433819746655,8.134981032321729,0.4600960084995124,28,NO2,6,1,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-18,37.45536476215584,67.06710195799164,11.650757845439253,33.012383168194944,4.873592647321717,1.1920634398533383,67,PM10,6,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-26,11.27697077480426,22.063191613182923,43.314755805088,22.873045679153943,3.0956090708068884,0.38134287623891205,43,O3,6,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-16,14.792041219116175,25.47380323346522,57.99098416550913,12.059395210526343,2.855601582569853,0.5626543889405712,58,O3,4,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-16,37.42498139988636,67.18887094035014,14.308194522321044,27.4103912639297,13.402842270287657,1.024532647699264,67,PM10,5,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-06,26.828056605395197,51.42466104224451,18.84412443234146,24.101854213154272,1.009628749714332,0.4942622007212747,51,PM10,5,1,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-27,17.610233043103385,27.400382040672717,57.667545772880175,2.7956784498173537,4.62555353436743,0.25308028725648524,58,O3,6,3,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-03,35.45837266378514,57.46727665178912,55.91915588645684,17.231169587674145,3.7462702925430174,0.8385157397883356,59,PM2.5,8,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-01,23.68232717516355,39.721643988822095,37.56768475318928,14.606533566620257,8.256357298579687,0.841969041489074,42,CO,5,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-08,36.083496585761935,60.00356298569977,59.54121150354358,2.478104715554329,6.118765565123999,0.5522659055200908,60,PM2.5,6,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-10,24.761817166495284,41.373510802257314,32.27290809274621,15.202425404866046,4.5102734955629655,0.9261939622284092,46,CO,6,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-06,25.741636386274575,42.62815515590444,51.75890916505527,18.311613989785872,12.433594231219413,0.8116603778702371,52,O3,4,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-07,10.920822915840247,19.888780707887637,47.84253047387931,18.688939594753567,8.422121825489041,0.46062275010900766,48,O3,6,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-01,34.57675066643473,59.09296567336935,48.06066971881088,17.487302277157088,7.0578143467747,1.0530053014953762,59,PM10,4,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-09,31.044700644802475,57.814520406697994,55.366797873683346,13.914373005256992,11.97689458278055,0.5147028393144916,58,PM10,9,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-21,25.32119439176339,44.87091781306256,37.73130105663632,25.489566099465986,4.495550441534252,1.1601980780578838,58,CO,5,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-26,9.344922552603508,16.032239570484702,53.53603019234974,18.05692999361579,11.794001699467922,0.5437887537070764,54,O3,5,4,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-06,20.83388846577879,33.696983187830924,37.65793908478034,11.031847069097797,12.128195885462276,0.521198023409845,38,O3,6,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-18,10.954519349690793,20.75162976206082,41.81803859777911,8.384973154113972,3.4458721601235403,0.4224159257174589,42,O3,5,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-07-05,24.28980064076381,41.20342140945315,27.055188384609572,24.548807324813097,2.1412344040116897,0.33261747515450113,41,PM10,7,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-02,12.032218289060427,22.902311816705318,39.95456782179029,29.533741789031456,13.054417641254966,0.5801137521477854,40,O3,7,1,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-26,20.742078987088448,33.070198630131316,35.92378479601206,15.583451773765495,9.370897061692096,0.36015727221721683,36,O3,9,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-04,27.740174921822245,55.09374360035653,31.86387078047532,24.685746863675035,12.004495707746846,0.7197709011420678,55,PM10,4,4,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-11,24.014349179531827,43.46760118468737,37.35904784779368,10.437445464631072,7.43895395893124,0.7571305343425065,43,PM10,9,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-15,35.50542211159135,64.47954628154,59.3378099237064,5.4820430109547225,12.430426592994296,0.5726614067874785,64,PM10,9,3,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-03,37.51484495726837,65.6256610030884,24.370563271919185,23.720641967917572,1.2304023656050398,0.9107609321205915,66,PM10,4,6,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-18,11.612144447227644,23.754244492194694,40.00060341048751,31.73208045416532,13.529593775648097,0.48362518603128957,40,O3,9,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-06,10.272396799810641,22.94611479248809,13.794956013440004,34.0938771640015,13.85018559901973,0.7794858568314461,43,NO2,4,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-16,5.473692480334558,16.192457009807164,27.691929920502254,26.623073743044355,2.108736566468766,0.3013620405224326,33,NO2,9,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-17,21.07112541384382,38.86236880530457,26.32845111332338,27.359490843616957,3.381210433870641,0.7272323595830402,39,PM10,8,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-21,22.62776760564081,43.76572623289551,47.65562791743929,5.406532215907263,1.6742020896805923,0.8197784468128249,48,O3,5,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-03,25.42591327128683,41.81296174662921,57.38469600019443,12.587902872228439,13.534941360792812,0.4998260632099518,57,O3,5,6,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-20,37.331439386767755,67.23839466062552,31.867030319188878,32.44785514889666,12.519624849521175,1.1909373475487186,67,PM10,8,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-04,9.68791354461702,22.76777144985425,50.91221058372152,2.4164124188319915,1.9910787371344623,0.10220433257800499,51,O3,6,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-04,17.389482665862616,36.369993492916464,56.08701307188533,10.342960437970438,14.34546907900054,0.155963262581341,56,O3,8,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-27,5.504440871151448,12.249928543501472,39.248795313736885,10.854444121572612,1.2488707560110022,0.24909770778181972,39,O3,7,3,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-25,7.2652503832962605,17.885661703792074,38.74779326897401,5.111850518797312,4.328034248898128,0.14176375532797358,39,O3,5,6,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-26,20.150374724513878,41.99036939562572,17.362228081742693,28.221036501388646,5.5005089744428854,0.6030890393111059,42,PM10,8,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-13,19.551003203584376,31.10807277435736,25.575672361462196,8.959861005299812,14.32662629714156,0.6329137078763203,33,PM2.5,7,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-05,12.229678636643369,25.10184654865258,31.12102397997813,14.315438815333328,10.803363495272954,0.7738162184347469,39,CO,9,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-10,14.127996730254631,24.761682772861143,29.33645699110695,2.7554641971468987,1.3563715686378601,0.7503198378144978,38,CO,7,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-26,36.30040001970366,63.736113907441165,48.72020353043162,24.103610671761754,14.989759515906783,1.1379913013493914,64,PM10,4,1,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-04-21,19.269641220248026,31.025601403296935,13.06391535472486,28.545129767570494,3.969124279466027,0.43236073735316105,36,NO2,4,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-06,12.804443005810347,21.0919474558579,57.68645676819624,17.23518390427461,9.0156241551668,0.7998006186049192,58,O3,8,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-03,22.04838061560316,35.774075521090225,57.13050431685738,16.568341500352147,3.738957026496708,0.38099738253217186,57,O3,6,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-22,10.481039180513271,17.24140319421989,51.110121694356664,30.319281306183566,3.0715533519113505,0.6631363250559277,51,O3,9,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-23,12.75971315101015,22.98644135743003,23.368148131463506,10.552170614621671,7.019842585999614,0.29692319629507546,23,O3,8,1,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-23,24.624249929965238,44.13920181349377,30.903446708072497,10.87849395892106,4.261930956860822,0.871876903738762,44,PM10,4,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-25,27.52070010338896,44.1324401246169,39.2296036623503,27.595272300490986,1.9626332327457314,0.9234316765410865,46,CO,6,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-15,12.628716345388245,27.53898339770641,19.71840167606436,4.583358382260455,1.3300644088202485,0.4482356700503839,28,PM10,9,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-13,24.483676817616768,39.461786072472556,48.21232594773032,3.704192602875408,6.151300955895894,0.17280889192709842,48,O3,8,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-15,12.74661739518788,25.20588871510253,18.906402392569518,16.82044713348088,12.214656171526011,0.46523910209262076,25,PM10,9,3,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-23,31.143421723293343,49.79011944710264,47.66009147238118,31.564134640125385,1.242818358804328,0.5469817416564362,52,PM2.5,8,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-05,28.413857549689975,49.64746225221141,43.49539749064441,11.787163619057477,8.101873360289561,0.5803122881488934,50,PM10,8,1,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-18,33.8707903437392,60.62210236939143,43.41157213767316,15.673170876447081,5.4408374641194825,0.6256013850651455,61,PM10,9,3,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-22,26.214796687061494,44.84453795922577,41.93703341117554,33.772556415283596,13.543767191622456,0.8080017908647198,45,PM10,9,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-17,34.09564008549538,58.84307144711927,11.515875108597749,22.533891061581638,1.2768780793566719,0.9402626625988182,59,PM10,4,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-10,21.24981346224078,46.640148820511236,39.25620986667937,13.790846456461637,12.088915893960777,0.14370975228135263,47,PM10,9,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-26,24.166559812530252,47.36303702170469,13.369295331718721,33.42722702122853,10.6524824487718,0.9362279536399949,47,PM10,6,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-19,29.043106295297083,58.00668852435629,36.85165021846832,21.648287022589724,6.173692000138917,0.5134485516724127,58,PM10,5,6,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-07-09,31.092067966454092,51.10624604891201,39.17706267904502,15.663476952595612,10.25604918116304,0.8503495524667325,52,PM2.5,7,1,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-11,32.9087670703238,56.16230577172329,32.408567070928854,12.633386090648955,4.925632237007612,0.8886424968382264,56,PM10,5,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-23,30.366036400412554,49.431973403401216,52.070675744752535,29.869829993690676,11.686395965575361,1.1559231090052897,58,CO,9,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-19,11.463942832982088,18.82711531661186,11.957920616138093,34.04797166746876,11.932277305589716,0.9275025460858035,46,CO,9,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-24,24.748473220301605,38.781640856670975,59.71552280929177,8.59537128512849,9.338347832806997,0.5240011444337979,60,O3,9,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-06-09,27.281331062078255,49.80214095133368,21.308331321981182,28.600501245676305,14.618105087893232,1.1577740300469188,58,CO,6,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-01,36.110988382762805,62.63646422250312,20.750429264475365,27.286152779545574,8.325800855995055,1.1678019751859166,63,PM10,4,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-10,5.539476115857484,17.124835976709967,26.721076570616134,9.362201411735596,2.7784920073133046,0.1216381218234403,27,O3,6,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-18,31.02301309624574,55.26899491763501,15.72262423033858,13.799753642178405,4.9222754786649565,1.16089220491633,58,CO,5,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-13,17.51804314109728,26.40938675982286,31.624187040429078,16.400113811611796,1.0429267183828144,0.5137697959183453,32,O3,5,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-02,17.895216295818194,37.087063355559195,58.06607568711558,19.924464299913453,8.139914005550976,0.1920498864801517,58,O3,9,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-08-13,37.82878204808906,67.4973160364487,40.26769765697848,26.114114027280618,9.757552490423107,1.0382121784312797,67,PM10,8,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-07,13.625341229598884,24.09950266300366,33.932368891961914,11.186008421972451,3.8220605936401446,0.4972131870679837,34,O3,4,4,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-07,17.578591825996536,40.51707275160523,10.145738244519732,34.22463615759876,13.66078771273661,0.5418286253291902,43,NO2,5,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-26,16.441169444156845,29.269814281358265,13.986274253897736,16.575370218473573,2.311763412158178,1.1215419257422286,56,CO,8,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-07,32.059540423774514,60.27357401943659,48.29692314565622,6.5810658310508074,4.739866967606202,0.7534081626057546,60,PM10,4,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-07,7.7682080716246515,19.108131637923076,27.078681624529878,11.672992389533315,11.00555317658535,0.5831170895256497,29,CO,5,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-17,16.208120580381554,36.69300893136259,15.88693183011314,28.757765861475015,11.35470275238815,0.7603953039431645,38,CO,8,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-11,25.346496869358592,39.128637085019946,52.46085957384562,12.815024511829657,5.294502572607139,0.8455120779009083,52,O3,9,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-03,12.180718986533078,19.431165064178643,13.19882277356664,30.167459567657918,2.4210382833826314,1.1477266664739685,57,CO,4,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-11,4.634931608799098,14.397969093051476,32.782157868740995,9.625655319624155,4.736424541264167,0.3615470317951085,33,O3,8,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-16,20.489641962623793,43.20388233110365,35.72458667881962,19.10136365363262,6.294816614594849,0.6284299301595782,43,PM10,5,3,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-04-09,25.110036016243,36.64324436898799,15.811676132723475,32.03399436367472,9.280973706425698,0.9239241700359178,46,CO,4,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-04-25,21.250024399784344,40.71948002789561,24.436380274769444,12.80804983474719,8.175661731957693,0.368297197552644,41,PM10,4,4,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-09-19,26.38750195285662,38.66755107174988,54.006711893494554,19.947365673840533,10.076907731477158,0.8969747400858724,54,O3,9,0,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-22,36.371091653776155,65.73139890660116,12.097882535643407,19.46603020425902,3.8338136098110827,1.0685910379872758,66,PM10,7,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-14,27.72016468871827,45.795328638813054,40.616574582075074,11.173907830330048,4.330998167975539,0.23718070214759412,46,PM2.5,4,6,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-19,10.0500563352735,16.730647688295207,18.284594755189776,30.766121375752014,3.766498796409442,1.1820815453453082,59,CO,8,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-13,27.429604308238773,49.862435615125946,20.37540712194371,30.48831477937118,5.570481547712779,0.9692879874601006,50,PM10,5,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-21,37.82210060362783,67.40275704958825,55.987194960318824,12.634092980481903,8.098508068685657,1.165176264580277,67,PM10,6,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-09-25,13.021574093434234,34.6073427794457,44.914955068999156,7.30202235929273,10.900851918883678,0.7048309414603335,45,O3,9,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-16,28.92086380704636,43.48615557716393,24.466054999628604,22.270900723050673,7.204382331573643,1.0031961096919362,50,CO,5,2,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-06,23.39771741480225,35.656228407984436,44.28928045199412,24.139013261355128,11.469175338805895,0.9933916696016128,50,CO,5,5,1,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-07-25,31.12647751602882,56.85465821906175,34.665415367106576,5.715196137801266,8.913786707949654,0.7282799510564113,57,PM10,7,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-20,24.63892015000933,37.8725044516727,18.410656402188053,32.6916496101483,8.546924834047783,1.0910231799260632,55,CO,7,6,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-04-13,21.384060184448366,39.2803612361505,51.2211295753968,8.574471994005696,8.255184050712344,0.3227459544033006,51,O3,4,0,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-05-13,15.286778273776541,27.719222959285506,38.91642269619318,10.919078975270397,13.187178287216907,0.26705446618146605,39,O3,5,1,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-08-15,18.479941627664466,32.182178820439276,56.30285973602961,12.326895521704987,13.098237996676009,0.14953579179914858,56,O3,8,5,1,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-07-27,24.579682190504236,48.496462821632406,35.98271185954533,29.223799567047696,6.435893323750692,1.1155145687966246,56,CO,7,4,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
2025-05-03,37.634317675194886,66.66040623675345,31.26637327694363,34.31006303562571,14.600525339240862,1.0834216110523303,67,PM10,5,4,0,0,0,0,1,0,multivariate_gaussian_copula_clean_air_v2
2025-06-22,15.463932735272952,28.128168386602823,14.36141584514536,14.389639942343612,2.506855058946119,0.4278097044596242,28,PM10,6,2,0,0,1,0,0,0,multivariate_gaussian_copula_clean_air_v2
