Date,pm2.5,pm10,O3,NO2,SO2,co,AQI,Dominant_Pollutant,Month,DayOfWeek,IsWeekend,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter,data_source
2025-07-11,35.69684220454928,59.42746364856308,20.92202186084168,11.755911632644562,2.4769196376237885,0.6021880275312012,59,PM2.5,7,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-13,15.676420756189863,24.339059397210065,42.38450602706811,13.757828656540172,13.695598181640557,0.39934547432309886,42,O3,4,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-27,34.98630099722836,40.19486491316408,15.993268366684141,18.85466098505967,6.843754044082906,0.34431859151780325,58,PM2.5,7,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-02,15.635305552747187,36.199024205048175,58.122364747105564,25.19962564354087,6.090814433310116,1.1689602909930568,58,CO,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-01,29.641741237279913,39.08434913588191,30.551850665911566,34.92543600661508,4.73493419985399,1.174276451415918,59,CO,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-17,12.624228064011007,21.9710742267477,43.606777370293926,18.15194108915958,14.79910635754841,0.3662607986626504,44,O3,6,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-27,30.215788550026943,46.249282531604536,14.514488502720415,22.866092409588124,9.869415950652526,0.6893521524822342,50,PM2.5,4,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-06-07,10.714666374394753,16.93792062103767,35.60465291496405,21.49946712521198,10.485901065791953,0.11824661182064178,36,O3,6,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-23,10.277191444179692,36.00532358725367,27.053317552512926,14.762266427917734,14.114219842314283,0.2512730385605926,36,PM10,4,1,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-04-01,23.49212705779237,49.365659038144834,35.831794563550716,9.54215071931089,3.449368979343107,1.180385177662379,59,CO,4,1,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-06-24,7.351699641012372,39.268172379612174,27.460478730633046,31.713795886389907,9.863420401825751,0.4729327701535707,40,NO2,6,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-16,18.562292576398843,50.19539553922763,43.449412735711434,30.08063880932792,14.098889919093265,0.9638747162253378,50,PM10,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-04,7.652975543177156,32.55802861641883,44.59475988463466,2.167032266925217,3.2513127198449814,0.7036071683032447,45,O3,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-16,29.63845196851129,41.755924593415294,52.4611705247089,12.738190039255835,11.450879671652338,0.814596188951936,52,O3,4,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-27,7.372291641811329,23.403765733594334,29.65488623333802,10.75167813349694,4.4158550073071705,1.17031161022769,59,CO,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-03,32.61320692749934,52.69231972065511,46.12260576307526,21.03782819266985,7.895247713464094,0.3147672865778489,54,PM2.5,6,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-05,31.667944515027123,37.976057667660136,54.17470111331295,34.820166856312255,7.579223195873201,0.4075163759764344,54,O3,7,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-01,37.419468253158115,55.264992702677546,24.722444603479282,33.89960902844109,14.49067967924954,1.038310401014096,62,PM2.5,8,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-22,15.409192185625995,25.493974586208772,38.50305850446825,20.374441661125555,14.106166838250934,0.8656327763424702,43,CO,5,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-10,16.9112841266619,29.536193598754064,16.83106657210144,11.744589417824978,5.515710699340407,1.0335367744171418,52,CO,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-01,33.13700159722649,62.44040343760191,35.07581473435998,30.61338651314342,13.785367735790597,0.6624766387470314,62,PM10,8,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-25,6.553873011997396,23.45738782841405,38.943244775377934,3.675361524300099,13.412640085309238,0.13037844906107518,39,O3,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-05,9.581498202198791,44.03672485151472,11.94173672147116,29.68480556828899,13.045664656363453,0.37527649656745043,44,PM10,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-15,22.800757361972956,50.90056395493128,12.584086058430385,9.122093907395826,9.720466661466004,0.19388221149314477,51,PM10,7,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-26,29.18243958761898,38.33303236015302,12.053375838393789,6.380598934018003,14.573516139598226,0.8860546145979472,49,PM2.5,6,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-01,6.824429728321574,12.5849520307853,30.447647220713495,33.76739768437153,12.703721687170882,0.8655716267030676,43,CO,5,1,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-08-05,19.92468027031976,32.11830104504186,41.913529692167515,5.097818572682628,3.5601239595023024,1.1280753970736808,56,CO,8,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-05,26.021946864436682,43.60994873727038,10.719674431487793,10.175122653538196,5.983617501117662,0.933630721510806,47,CO,9,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-04,7.389651577668165,21.73205085940699,48.16822115019555,34.32384744450978,3.454623778450739,0.11887721201492527,48,O3,8,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-19,10.235267316760547,28.250816793899737,12.265200488602225,15.150656235113324,9.621901372731031,0.7986030159544081,40,CO,5,1,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-04-27,22.112905308883157,52.807600544532825,42.12096391031578,23.736889843425185,3.2810819791400156,0.17762562214047284,53,PM10,4,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-01,32.834174608566386,58.14922488005584,51.03197378719777,20.9211123751738,2.7990049452747425,0.9923245944096032,58,PM10,7,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-03,38.60286029766091,70.76337955634283,10.911091282577486,8.461107448046782,1.9710582122523164,0.2108558015151693,71,PM10,6,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-21,16.11595173599415,40.78763079741641,23.034726411795155,14.718088491863647,10.542591365619057,0.47468702641066396,41,PM10,7,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-24,16.540117760315105,49.639562315986325,37.398594162404365,3.2931487802963266,6.851244444018103,1.164338606672272,58,CO,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-12,33.0460506136215,67.7612048736417,27.040177012650894,15.616383338077075,6.208253201098964,0.9540542568161964,68,PM10,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-13,19.44378498550066,46.969917019245585,35.26261862239286,26.899914844794516,2.4437341637030565,1.0928081973475232,55,CO,4,5,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-20,36.23883622586322,52.91488658788811,25.965681879520744,2.357642498849846,13.67534766986969,0.2004153444647469,60,PM2.5,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-23,24.6437639724383,48.59888033753228,43.62592280385192,16.79870222528455,5.104950803772903,0.4615309999069075,49,PM10,7,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-11,32.12665781696329,40.53059587748673,12.793557733867502,32.720660487680654,14.639474919481742,1.195524366233362,60,CO,6,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-08,29.409933419633003,63.469491738857045,51.924038188199255,24.70499033577629,12.717494239323234,1.0535555758419255,63,PM10,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-22,6.619468229110967,36.27527000782165,59.33197892505877,25.305993496164376,2.1388829289865967,0.1933214854937111,59,O3,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-22,33.26078442127009,66.67824174278584,14.175035834933439,34.53803510615474,11.547294593625182,0.5138855440840073,67,PM10,8,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-20,29.383037114679755,41.84476174758839,30.260104339070857,12.898333457630251,7.082325822835799,0.3790503912604526,49,PM2.5,9,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-25,8.27744498565059,16.803232388963735,58.10862742372709,23.423939969830098,11.444628309715926,0.7417056416068755,58,O3,7,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-21,35.26956861482057,46.97744377040415,12.157995597528807,33.78634380154017,1.1701626456574288,1.1668667093784029,59,PM2.5,8,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-01,39.74673266029481,46.960629602356775,41.46993190676312,20.277191385243587,14.570235498667385,0.6754076285871636,66,PM2.5,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-24,26.592090883026284,49.12152024071929,57.520574203827934,31.738214346202636,1.6362493247804102,0.40905950855145334,58,O3,9,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-09,26.324773520855324,39.646209010289304,39.1828055925436,8.207998270884122,7.491777669159751,0.48868745082865805,44,PM2.5,7,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-14,13.358195062753456,31.955420467618385,40.13909410116493,3.066426386618465,4.9166891003652395,0.5523273929594048,40,O3,8,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-27,6.743213665569874,39.95916847963138,14.137421001765308,15.749088905369813,9.136276696531567,1.1110942070191154,56,CO,9,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-25,5.627872123822819,11.418881358740379,17.52084455517641,14.423291106975636,12.347746630945661,1.186003742246439,59,CO,8,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-17,38.91691832132572,69.18048601539698,23.670353596535314,29.66484725546755,7.561704237129584,0.5563014525714316,69,PM10,9,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-21,23.236465901060672,50.733788385159826,47.854060102122794,32.13446982450222,9.192093452556607,0.8987329284790327,51,PM10,6,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-08,20.219588871163367,29.094371325708217,43.58503422029283,33.48368389953784,9.48644488231232,0.351507086053809,44,O3,5,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-27,4.798650713090859,24.743606312467648,50.819286760653114,17.714952994037468,12.639200860875016,0.4385549637481543,51,O3,7,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-06,18.525383183646294,27.545840037165515,45.20398840496118,2.9498283183401863,11.571921579430667,0.782340506488811,45,O3,6,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-25,26.22149363550251,60.63537538827384,14.550104552566514,22.066899034882212,9.913020502711955,0.7102971693964482,61,PM10,5,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-24,22.50362160975319,51.01321199198748,57.4760311828821,15.085911816601914,9.709213803190229,1.0486000796214197,57,O3,7,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-11,34.31529094067355,62.382823180135475,27.370670411270712,4.185787269111573,1.6420577296648613,0.7828862528643002,62,PM10,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-24,12.645242276014951,19.92114211927487,16.941358632470507,6.253030823051424,2.7926417454088144,0.2670929628635238,21,PM2.5,7,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-18,18.819803716871014,50.04933186250353,21.192453295316028,19.00278981051896,14.62354488978146,0.7621289350950561,50,PM10,8,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-14,14.02925220515051,24.339566733452912,20.316685920289625,4.9271836139828356,2.6889021954084114,0.6068566448359982,30,CO,5,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-06-16,15.883582479165595,30.531065419566467,35.58285067736306,5.0455893455486205,7.736035516788105,0.8565631888056912,43,CO,6,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-26,6.198806554775095,19.505135999191204,20.467466166835514,28.604642233171024,11.475635665371216,0.30297312129201504,36,NO2,9,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-23,31.358394721753083,52.29636734095911,16.655846429373913,25.77703002591834,1.8727790751573803,0.2625130010968494,52,PM10,6,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-05,22.420387916163982,43.38379247412345,22.123525181736483,5.536676374212609,7.263773135528365,0.6858789931005254,43,PM10,4,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-08-25,10.56221962513449,32.48117238569958,21.66082057749006,29.743429533971728,2.2488606019687865,0.6888691204170758,37,NO2,8,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-19,28.447683489201626,57.122820647421776,39.342055901043956,18.44859256465889,2.2168840332239315,0.6908171960004025,57,PM10,4,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-25,17.635814534246418,32.75921955040396,34.91238489244701,31.688364105785407,9.50577311211002,0.36878847101112,40,NO2,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-24,12.540164502495802,20.593638681107915,19.328351202565287,7.044351593082957,4.443408197383114,0.2767495105855112,21,PM2.5,9,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-11,36.283555286551305,43.690567656400574,15.601945108402617,19.308875855818403,6.745555577855261,1.180616478599467,60,PM2.5,5,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-06-19,35.15825653218329,64.67041866066168,56.46879945637929,10.510793292483015,3.3924262234609213,0.8355075419168739,65,PM10,6,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-01,34.18897211329449,45.34129891777826,46.81235918492441,33.94380419463973,10.953334703714475,0.3194576200721517,57,PM2.5,7,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-18,25.982321527898772,39.64123812510645,36.62947162757929,21.180861306946206,3.161078013838832,0.6292541120402991,43,PM2.5,4,5,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-08-17,20.353646999887587,41.81174053803218,14.393405562132841,20.11442533633625,3.8242264726233017,0.8530287026678165,43,CO,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-18,8.201058309100528,27.396044340657294,52.536373000822735,22.001362074842675,12.120052299530474,0.21736917512477966,53,O3,7,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-08,8.47470004547961,35.40072430158894,47.056032464502955,32.96523507509425,3.537262926319242,0.17314589410345524,47,O3,9,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-04,33.805871938389714,61.32092968134912,21.78458730324999,28.384725320344014,12.551857473699162,0.30504548546695853,61,PM10,9,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-01,15.383076962673806,38.03227723652551,54.983372264608654,24.53840809276537,7.327280418186549,0.8851607003408585,55,O3,8,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-19,30.91393768634504,50.99554938911942,37.177643055699434,9.66301893984497,13.594044025843958,0.5222803435105325,52,PM2.5,6,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-07,19.535013152911933,34.51948673028646,53.93145576867191,26.108121514706948,10.712046503646738,0.28340383599272145,54,O3,4,3,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-02,24.633430573265994,59.56420905098129,17.156399277423482,26.82930296128115,10.897726457408426,0.956429132955826,60,PM10,7,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-08,31.44851268666486,62.75148178951734,52.32261458672591,13.288697707624946,12.49760226540818,0.22169491065072794,63,PM10,7,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-11,9.397027384555855,21.2745692415351,44.697422223355,25.834334756971188,11.08051151164504,0.8052623961738269,45,O3,7,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-11,25.565057131983753,55.3690219662561,31.179843121024145,33.64946822061292,5.795339600499608,0.3500860813329857,55,PM10,5,5,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-04,9.520650512178888,32.1075454726828,53.606195447207575,18.69432640318738,9.56035929608507,0.11992120220292457,54,O3,7,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-19,37.075018801386875,65.77755791510947,28.7217684860211,2.759745957992038,10.119140953835446,0.9483713353717117,66,PM10,4,5,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-22,30.511992482490022,63.543002925560465,59.242059948116726,32.54376092592362,7.3117511996578495,0.2245618504248308,64,PM10,9,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-10,34.14966840408972,49.114060783737884,28.96528491927744,12.277660713506158,4.183538692279576,0.7686838331736845,57,PM2.5,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-18,32.90272414952841,38.041684839666495,55.992780820638025,13.005472665807758,6.574361710273206,0.6911351632317151,56,O3,5,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-04-20,21.31013121120665,53.863772959385685,22.411322137857596,21.373251396506717,1.4598533834081369,1.1040244091670417,55,CO,4,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-08-07,19.081316182163725,51.52669321420672,10.654722829416682,13.958998670848892,9.128236903892608,0.7954907167114833,52,PM10,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-23,39.11948736457923,57.88915700508962,19.223143570942803,20.39107717337158,13.048848250470275,0.6885766908270244,65,PM2.5,4,4,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-06-01,19.364400592122976,48.35786125435106,28.886297372008464,13.52977096862799,7.555245598179311,0.7874735857561574,48,PM10,6,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-08,31.918994201020382,50.51765924346121,37.982016565410895,19.30487888781014,7.170678457135194,0.5408393669628585,53,PM2.5,7,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-07,35.02428235648662,68.4077462204956,30.43670855490482,14.319207437231848,4.790425424009753,0.8083994975629172,68,PM10,7,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-15,27.72126190876545,33.534141683869954,10.985526887718208,9.325081343787332,4.235047152232999,0.8390820179586012,46,PM2.5,9,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-16,24.49996663948601,56.1237811148911,59.43643909777214,20.37181229785108,11.091383348347092,0.9858464640936955,59,O3,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-21,18.298607066264374,43.34116116338376,10.650096175536802,8.764481748722092,5.104068223654186,1.0859694003732316,54,CO,4,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-10,4.955159339457509,15.398222392151428,50.87217808692205,21.240371511999843,6.8999437082949715,1.0819388821846723,54,CO,7,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-21,33.70386393121575,49.595640297068464,48.69172616006701,3.1295276570774613,12.629163091913497,0.4797113593694031,56,PM2.5,4,1,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-17,14.600767343509036,48.054366552373736,34.37155991247568,27.19899120727211,2.961584460730336,1.055314773487704,53,CO,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-14,21.45202121741246,41.82575089387011,20.901155374704324,26.475669159545962,10.783841944252663,0.5428050479566785,42,PM10,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-04,39.43847850532788,60.209183974408454,55.71494032802495,7.665416432994015,4.812302571271165,0.12022974420221341,66,PM2.5,8,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-27,21.931267126396207,28.94652912386751,15.328936506433717,15.373186904913728,7.964508515718468,0.8922228397955252,45,CO,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-26,36.40067110653178,67.61737343340724,18.76856393117248,21.714632371620173,9.407236046071148,0.8315403420008809,68,PM10,8,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-19,18.557734055764875,46.68507536769299,19.21854603394816,15.927189965172683,5.954199271857492,1.1544898950445426,58,CO,8,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-02,12.832567948527554,29.51143636978685,24.85608578115875,11.526893313433096,5.979418030509288,0.8909504957026699,45,CO,6,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-20,18.279377429873954,51.901985526062944,36.99213894540967,6.455042154899829,7.7725691870537785,0.3969023446314144,52,PM10,6,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-01,5.851329285433012,25.742316701470102,15.32991265668859,21.695814014257344,5.679414471437451,0.948003424120404,47,CO,4,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-07-06,21.837687383423145,47.48975927625523,49.970793948448964,16.349302173923626,4.449628465347495,1.0010125494416195,50,CO,7,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-12,25.248304007287135,41.07752091548794,57.51186769104012,5.022208419778927,13.842390056471398,0.2505004940108575,58,O3,4,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-18,23.508434105620893,54.69680918191314,44.613828225892625,26.16342125151552,12.291856070060296,0.824661703381789,55,PM10,9,0,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-26,21.619298691153055,33.25558194574112,45.27875862578442,34.593044263889354,14.216830755612586,0.1433694925053565,45,O3,4,6,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-05-23,24.44602829989466,56.91067722753591,56.21980976882652,3.1202172933313617,10.763883741455759,0.4270839081098058,57,PM10,5,2,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-24,32.632306166527506,59.98424261013412,42.22733253129111,3.8111262833336728,7.372011590506185,0.6746780336782857,60,PM10,9,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-15,12.28031814235731,20.897324715675673,46.238338576438075,4.539455653763902,10.748042862293957,0.47386246014487277,46,O3,7,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-02,32.943171258432315,54.09521596985594,31.340852832743217,23.834620777657868,11.32998073669135,0.672184920866605,55,PM2.5,7,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-07,4.878428136035369,35.981394353063266,56.95338492564481,2.7018905580627757,13.24582341757879,0.681830847429933,57,O3,6,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-07-25,4.341475610625931,10.921990689942788,39.037860361366384,4.921932550249399,1.5263548248876522,0.6277594595421552,39,O3,7,6,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-18,31.657842899122656,49.19084636414267,15.523705656569733,15.904781075143315,11.326152222244481,0.3626548603451325,53,PM2.5,9,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-04-24,14.667092336415642,26.67532486791294,31.388656686793116,3.3890752579999424,1.2502350862677933,1.1864946287096347,59,CO,4,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-13,8.479752062686828,42.172222989469574,59.11652575400408,28.33364763073165,4.625757122425391,0.7474096518705698,59,O3,9,2,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-14,39.61065675328092,66.91124144008964,21.52845979025095,4.144551512935503,6.622123309956825,1.02160830881157,67,PM10,6,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-15,12.304113221839312,22.59995418200456,27.506262958336507,9.276044899315787,3.610135670019563,0.9575429209234285,48,CO,8,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-17,11.787664829315926,32.33547582960769,35.762396215736295,21.710044390201254,8.350441012043754,0.38625670474667995,36,O3,5,5,1,0,0,0,1,0,synthetic_clean_air_cpcb
2025-09-02,9.540252628234782,39.01524637795332,39.64699674208516,9.406538870609802,4.133446607516723,0.6906718651827548,40,O3,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-05-15,20.467555519853462,37.20264850226486,52.609676667350385,11.007659370258393,7.673475596625158,0.14881432988656046,53,O3,5,0,0,0,0,0,1,0,synthetic_clean_air_cpcb
2025-08-18,27.588711303004782,49.11443242127896,22.98768918801631,4.870563077076534,6.718344982989782,0.5099573687135454,49,PM10,8,1,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-09-19,6.917663772675326,18.523159831169664,34.75732635069872,24.547539200766664,2.0658320328642024,1.0363276054536454,52,CO,9,4,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-01,33.68851477330537,49.12279101037116,53.9314993177579,24.374533034449097,8.920247495941075,0.39373109718636345,56,PM2.5,6,3,0,0,1,0,0,0,synthetic_clean_air_cpcb
2025-06-07,9.664263749290935,19.4762669091931,15.2917046914292,13.02229299859285,4.341660438214245,1.1230993855607125,56,CO,6,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
2025-08-07,35.738936779732605,69.57839542527984,50.997345870405006,17.360510289409458,13.307000723193843,0.10565968783018626,70,PM10,8,5,1,0,1,0,0,0,synthetic_clean_air_cpcb
